path,module,size,last_modified,ext
"build\reports\configuration-cache\dggycuaaw6waqja82zk924bz7\3scrdp3lkutdm12je9unagcy6\configuration-cache-report.html","build",412957,2026-07-31 21:36:19,"html"
"build\reports\configuration-cache\djh7ykgnnrz4lvp1pfe50a8x0\7noxw7j89yqvdwkls2z0bwgcy\configuration-cache-report.html","build",409939,2026-08-01 23:03:43,"html"
"build\reports\configuration-cache\dn8c2a9avaq18eumf3jan3ra4\edop09pxpx5iylra0g4zg08iw\configuration-cache-report.html","build",406685,2026-08-02 15:41:57,"html"
"build\reports\configuration-cache\dt44twgfshewxnvl1qhjjv6x0\4f46775iscjhgmz51qayuoz1h\configuration-cache-report.html","build",413169,2026-08-02 15:35:30,"html"
"build\reports\configuration-cache\dwtqj0wxzji5j1ji6gsihv9d0\6123n8krgpnyz0qjfpxeexs0v\configuration-cache-report.html","build",383494,2026-08-01 13:25:28,"html"
"build\reports\configuration-cache\dyx2q72vy81vea7gmpnhl3lq2\8j0fnj6owwwkl6bzwjisnl990\configuration-cache-report.html","build",338929,2026-08-02 01:00:03,"html"
"build\reports\configuration-cache\dzp07gyinies1k972vf9aey36\641qckzkp9spmh56lpy9sudu5\configuration-cache-report.html","build",373320,2026-08-01 18:33:42,"html"
"build\reports\configuration-cache\e0dht96t1e33x3dvypkyn1yd2\24kmq932c3q40x5u8luomu429\configuration-cache-report.html","build",397458,2026-08-01 18:29:05,"html"
"build\reports\configuration-cache\e0juq5g0jda5745hinqhly16i\3kodt0hwc0g4pmk0nc50zdslq\configuration-cache-report.html","build",410077,2026-08-01 15:06:25,"html"
"build\reports\configuration-cache\e3mqolx0om478f3um4iq0kgb5\32nlr7bljooe9nu6j8vbskfv7\configuration-cache-report.html","build",376004,2026-08-01 19:31:52,"html"
"build\reports\configuration-cache\e4yrymw9ydi3k5cqj3dap21i9\3nvobgeoui0w13wumkv59f4nr\configuration-cache-report.html","build",383326,2026-08-02 14:37:48,"html"
"build\reports\configuration-cache\e7pm5j39bk4u439ubdnqbcajq\cmicqf76459s7ga5ffseeswon\configuration-cache-report.html","build",367096,2026-08-03 07:07:37,"html"
"build\reports\configuration-cache\e8n0qevvdwczugcyyv8l7j468\1844dypht30s621tvt7uedrvn\configuration-cache-report.html","build",409771,2026-08-01 01:06:16,"html"
"build\reports\configuration-cache\ea2iymk3pnnfcl396yvexnms5\3s1y4gsvy1hwf59403nk02ekk\configuration-cache-report.html","build",397572,2026-08-02 14:34:23,"html"
"build\reports\configuration-cache\ecoeiuf8nuw5xq2r8s5k2sjt2\68gzauwo7pwgj15elip97mqlm\configuration-cache-report.html","build",399803,2026-08-01 13:24:54,"html"
"build\reports\configuration-cache\edtbvkl813ipqi3zzuxuu2m3w\1g6wajcwdb6hbe2d2h5f8vjhn\configuration-cache-report.html","build",397518,2026-08-01 16:41:10,"html"
"build\reports\configuration-cache\em1x23yjbfl2qercaf98pjq6n\3vpac5qcmdjypd8ijjhim3ydq\configuration-cache-report.html","build",397524,2026-07-31 21:33:10,"html"
"build\reports\configuration-cache\enbom4fs0t8a4dwvqkw4zqlv0\bu5fdr6mxozlhzegvbkvctd01\configuration-cache-report.html","build",368588,2026-08-01 17:32:24,"html"
"build\reports\configuration-cache\epi22039q0pkne6uwh49fcu2y\ab3qvgd5ca7ltw0uvo7glxl7o\configuration-cache-report.html","build",409893,2026-08-02 17:54:57,"html"
"build\reports\configuration-cache\f276j95ll52e2t2m8xdam6cud\5kzug0s7si9sthgwk76ujpfd4\configuration-cache-report.html","build",409975,2026-08-02 01:41:44,"html"
"build\reports\configuration-cache\f276j95ll52e2t2m8xdam6cud\6gklqqrmqk2tg28jyreybrun6\configuration-cache-report.html","build",413237,2026-08-01 19:28:21,"html"
"build\reports\configuration-cache\f276j95ll52e2t2m8xdam6cud\8dkvp99rk7vbidzqdei7nypjq\configuration-cache-report.html","build",410023,2026-08-02 17:59:39,"html"
"build\reports\configuration-cache\f276j95ll52e2t2m8xdam6cud\agw0c0fj9tosmyqkw16dcqfau\configuration-cache-report.html","build",409985,2026-08-02 17:03:47,"html"
"build\reports\configuration-cache\f276j95ll52e2t2m8xdam6cud\asieckd7kmnlcnq37qwbsgv33\configuration-cache-report.html","build",409975,2026-08-01 21:08:58,"html"
"build\reports\configuration-cache\f276j95ll52e2t2m8xdam6cud\bltubn1jvcxm1qv0ciltet2k1\configuration-cache-report.html","build",410041,2026-08-02 20:16:27,"html"
"build\reports\configuration-cache\i7sw71jqu0d495k8fwqtn5vb\clmd20qgn23bnqkpal1a4itiv\configuration-cache-report.html","build",380316,2026-07-31 00:06:55,"html"
"build\reports\configuration-cache\i7sw71jqu0d495k8fwqtn5vb\e54n3nsvuqwvi2bznqni4dfit\configuration-cache-report.html","build",410659,2026-08-01 10:33:25,"html"
"build\reports\configuration-cache\j7ze0dieij23jrxebf7p0ots\6l6l8clw10merjvhw0rneheyg\configuration-cache-report.html","build",412792,2026-08-03 07:59:10,"html"
"build\reports\configuration-cache\j7ze0dieij23jrxebf7p0ots\9yr0g2lztbhe2omkuq1ka6y8u\configuration-cache-report.html","build",409511,2026-07-31 21:04:09,"html"
"build\reports\configuration-cache\km7o4qjhiz2dnm7qt3vhsvyk\1elgb77vnftzlu8tjss0zlag\configuration-cache-report.html","build",373745,2026-07-31 19:21:23,"html"
"build\reports\configuration-cache\km7o4qjhiz2dnm7qt3vhsvyk\7um7qwocxxudskynwa27wcipt\configuration-cache-report.html","build",373738,2026-07-31 19:03:04,"html"
"build\reports\configuration-cache\km7o4qjhiz2dnm7qt3vhsvyk\9c98yi05e717r1ij1u68x63j0\configuration-cache-report.html","build",373766,2026-07-31 18:59:38,"html"
"build\reports\configuration-cache\omcuq3xxvwx5z8mwpkfvp1pd\2mo7k9uy4h3sl1jhfwze2fb51\configuration-cache-report.html","build",369488,2026-08-03 07:52:34,"html"
"build\reports\configuration-cache\omcuq3xxvwx5z8mwpkfvp1pd\a3ojpsqahu77vo2frkw66krbo\configuration-cache-report.html","build",368573,2026-07-31 20:37:43,"html"
"build\reports\configuration-cache\z0ucheudm8ez3ivons0dvx46\5s0w14rdp8itcnwv40ny18pw5\configuration-cache-report.html","build",361800,2026-07-31 13:09:05,"html"
"build\reports\problems\problems-report.html","build",127191,2026-08-03 08:22:30,"html"
"build\tmp\aivance-wal","build",494432,2026-08-01 13:45:21,""
"build\tmp\aivance.db","build",17977344,2026-08-01 13:43:41,"db"
"build\tmp\aivance_recon.db","build",17977344,2026-08-01 13:45:21,"db"
"build\tmp\db_after.db","build",23269376,2026-08-01 13:53:50,"db"
"build\tmp\db_final.db","build",23269376,2026-08-01 14:27:00,"db"
"build\tmp\db_final2.db","build",34025472,2026-08-01 14:35:01,"db"
"build\tmp\db_keys.db","build",23269376,2026-08-01 14:17:50,"db"
"build\tmp\db_keys2.db","build",23269376,2026-08-01 14:18:53,"db"
"build\tmp\db_live.db","build",18071552,2026-08-01 13:48:25,"db"
"build\tmp\db_search.db","build",28676096,2026-08-01 14:29:23,"db"
"build\tmp\device_screen1.png","build",1001692,2026-08-01 14:42:42,"png"
"build\tmp\screen.png","build",221083,2026-08-01 13:45:20,"png"
"build\tmp\screen1.png","build",221438,2026-08-01 13:48:00,"png"
"build\tmp\screen1_small.png","build",205551,2026-08-01 13:48:49,"png"
"build\tmp\screen_assistant.png","build",218402,2026-08-01 13:53:37,"png"
"build\tmp\screen_small.png","build",140237,2026-08-01 13:45:20,"png"
"build\tmp\uid.xml","build",34921,2026-08-01 13:46:25,"xml"
"build\tmp\wd.xml","build",67,2026-08-01 13:44:59,"xml"
"config\detekt\detekt.yml","config",2352,2026-07-30 20:00:14,"yml"
"core\ai-providers\build.gradle.kts","core/ai-providers",1141,2026-07-30 20:00:14,"kts"
"core\ai-providers\src\main\kotlin\com\bangersoul\aivance\ai\anthropic\ClaudeApi.kt","core/ai-providers",1043,2026-07-30 20:00:14,"kt"
"core\ai-providers\src\main\kotlin\com\bangersoul\aivance\ai\anthropic\ClaudeProvider.kt","core/ai-providers",10431,2026-08-01 01:02:59,"kt"
"core\ai-providers\src\main\kotlin\com\bangersoul\aivance\ai\anthropic\models\ClaudeModels.kt","core/ai-providers",1385,2026-07-30 20:00:14,"kt"
"core\ai-providers\src\main\kotlin\com\bangersoul\aivance\ai\di\AiProvidersModule.kt","core/ai-providers",4008,2026-07-30 20:00:14,"kt"
"core\ai-providers\src\main\kotlin\com\bangersoul\aivance\ai\gemini\GeminiAIProvider.kt","core/ai-providers",9072,2026-08-01 01:02:59,"kt"
"core\ai-providers\src\main\kotlin\com\bangersoul\aivance\ai\openai\GroqProvider.kt","core/ai-providers",1296,2026-08-01 00:05:24,"kt"
"core\ai-providers\src\main\kotlin\com\bangersoul\aivance\ai\openai\OllamaProvider.kt","core/ai-providers",1152,2026-08-01 00:05:35,"kt"
"core\ai-providers\src\main\kotlin\com\bangersoul\aivance\ai\openai\OpenAiApi.kt","core/ai-providers",2548,2026-08-01 01:02:45,"kt"
"core\ai-providers\src\main\kotlin\com\bangersoul\aivance\ai\openai\OpenAiBaseProvider.kt","core/ai-providers",9961,2026-08-01 01:07:19,"kt"
"core\ai-providers\src\main\kotlin\com\bangersoul\aivance\ai\openai\OpenAIProvider.kt","core/ai-providers",1164,2026-08-01 00:05:35,"kt"
"core\ai-providers\src\main\kotlin\com\bangersoul\aivance\ai\openai\OpenRouterProvider.kt","core/ai-providers",1256,2026-08-01 00:05:35,"kt"
"core\ai-providers\src\test\java\com\bangersoul\aivance\ai\openai\OpenAiApiSerializationTest.kt","core/ai-providers",4080,2026-08-02 14:48:53,"kt"
"core\common\build.gradle.kts","core/common",783,2026-07-30 20:00:14,"kts"
"core\common\src\main\java\com\bangersoul\aivance\core\common\constant\CoreConstants.kt","core/common",4314,2026-07-30 20:00:14,"kt"
"core\common\src\main\java\com\bangersoul\aivance\core\common\dto\AnalyticsDtos.kt","core/common",2311,2026-07-30 20:00:14,"kt"
"core\common\src\main\java\com\bangersoul\aivance\core\common\dto\CoreDtos.kt","core/common",7338,2026-07-30 20:00:14,"kt"
"core\common\src\main\java\com\bangersoul\aivance\core\common\enums\CoreEnums.kt","core/common",2149,2026-08-02 14:18:35,"kt"
"core\common\src\main\java\com\bangersoul\aivance\core\common\exception\CoreExceptions.kt","core/common",3934,2026-07-30 20:00:14,"kt"
"core\common\src\main\java\com\bangersoul\aivance\core\common\mapper\CoreMappers.kt","core/common",6405,2026-07-31 13:00:46,"kt"
"core\common\src\main\java\com\bangersoul\aivance\core\common\model\AnalyticsModels.kt","core/common",1014,2026-07-31 14:47:07,"kt"
"core\common\src\main\java\com\bangersoul\aivance\core\common\model\DomainModels.kt","core/common",13250,2026-08-02 14:18:44,"kt"
"core\common\src\main\java\com\bangersoul\aivance\core\common\model\WorkflowModels.kt","core/common",1397,2026-07-31 14:16:55,"kt"
"core\common\src\main\java\com\bangersoul\aivance\core\common\result\CoreResult.kt","core/common",4779,2026-07-30 20:00:14,"kt"
"core\common\src\main\java\com\bangersoul\aivance\core\common\security\EncryptedString.kt","core/common",343,2026-07-31 16:41:58,"kt"
"core\common\src\main\java\com\bangersoul\aivance\core\common\util\CoreUtils.kt","core/common",6001,2026-07-30 20:00:14,"kt"
"core\common\src\main\java\com\bangersoul\aivance\core\common\validation\CoreValidators.kt","core/common",7560,2026-07-31 03:08:41,"kt"
"core\common\src\test\java\com\bangersoul\aivance\core\common\exception\CoreExceptionsTest.kt","core/common",2897,2026-07-30 20:00:14,"kt"
"core\common\src\test\java\com\bangersoul\aivance\core\common\mapper\CoreMappersTest.kt","core/common",8849,2026-07-31 18:22:59,"kt"
"core\common\src\test\java\com\bangersoul\aivance\core\common\result\CoreResultTest.kt","core/common",2699,2026-07-30 20:00:14,"kt"
"core\common\src\test\java\com\bangersoul\aivance\core\common\util\CoreUtilsTest.kt","core/common",3756,2026-07-30 20:00:14,"kt"
"core\common\src\test\java\com\bangersoul\aivance\core\common\validation\CoreValidatorsTest.kt","core/common",6120,2026-07-31 18:22:03,"kt"
"core\data\build.gradle.kts","core/data",1483,2026-08-02 01:28:13,"kts"
"core\data\src\main\java\com\bangersoul\aivance\core\data\analytics\AnalyticsEngineImpl.kt","core/data",11294,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\analytics\CrashReporter.kt","core/data",2075,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\analytics\PerformanceCollector.kt","core/data",5513,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\cache\CacheManager.kt","core/data",884,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\cache\MemoryCache.kt","core/data",1492,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\config\PrivacyManagerImpl.kt","core/data",5116,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\di\AnalyticsModule.kt","core/data",1217,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\di\DataModule.kt","core/data",1900,2026-07-30 20:50:07,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\di\DataSourceModule.kt","core/data",2783,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\di\RepositoryModule.kt","core/data",2926,2026-08-01 18:23:25,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\job\JobFilterMatcher.kt","core/data",7690,2026-08-03 07:50:44,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\job\JobNormalizer.kt","core/data",1745,2026-07-31 11:03:46,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\mapper\AnalyticsMappers.kt","core/data",2550,2026-07-31 14:50:47,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\mapper\EntityMappers.kt","core/data",23738,2026-08-01 18:39:12,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\AiRepositoryImpl.kt","core/data",4121,2026-08-02 15:15:48,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\AnalyticsRepositoryImpl.kt","core/data",3957,2026-07-31 15:06:17,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\ApplicationWorkflowRepositoryImpl.kt","core/data",5449,2026-08-02 13:24:34,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\AssistantRepositoryImpl.kt","core/data",1404,2026-07-31 15:39:56,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\AtsRepositoryImpl.kt","core/data",7162,2026-08-02 14:27:41,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\CoverLetterRepositoryImpl.kt","core/data",8804,2026-08-02 15:16:16,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\InterviewKnowledgeRepositoryImpl.kt","core/data",6294,2026-08-01 18:26:22,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\InterviewRepositoryImpl.kt","core/data",9800,2026-08-01 13:20:14,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\JobRepositoryImpl.kt","core/data",9957,2026-08-03 07:50:48,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\JobTrackerRepositoryImpl.kt","core/data",2663,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\ProviderRepositoryImpl.kt","core/data",5092,2026-08-01 07:47:19,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\ResumeRepositoryImpl.kt","core/data",7365,2026-08-02 13:24:01,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\SearchRepositoryImpl.kt","core/data",1099,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\SettingsRepositoryImpl.kt","core/data",2260,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\UserRepositoryImpl.kt","core/data",1409,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\crm\CompanyIntelligenceRepositoryImpl.kt","core/data",2458,2026-08-01 10:17:49,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\crm\CRMRepositoryImpl.kt","core/data",1534,2026-07-31 12:03:39,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\crm\OutreachRepositoryImpl.kt","core/data",2979,2026-07-31 12:03:38,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\repository\crm\RecruiterIntelligenceRepositoryImpl.kt","core/data",2755,2026-07-31 12:03:35,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\resume\ResumeParser.kt","core/data",6160,2026-08-02 16:48:46,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\service\TextGenerationServiceImpl.kt","core/data",1691,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\source\AiLocalDataSource.kt","core/data",4566,2026-08-01 00:09:24,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\source\CoverLetterLocalDataSource.kt","core/data",1465,2026-07-31 13:06:29,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\source\InterviewLocalDataSource.kt","core/data",1863,2026-07-31 13:50:58,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\source\JobLocalDataSource.kt","core/data",4194,2026-07-31 11:23:51,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\source\ResumeLocalDataSource.kt","core/data",4573,2026-08-02 16:55:21,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\source\SearchLocalDataSource.kt","core/data",1655,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\source\SettingsLocalDataSource.kt","core/data",791,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\source\UserLocalDataSource.kt","core/data",2207,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\telemetry\StructuredTimberTree.kt","core/data",1340,2026-07-30 20:00:15,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\telemetry\TelemetryEngineImpl.kt","core/data",5116,2026-07-31 00:48:04,"kt"
"core\data\src\main\java\com\bangersoul\aivance\core\data\util\Clock.kt","core/data",372,2026-07-30 20:00:15,"kt"
"core\data\src\test\java\com\bangersoul\aivance\core\data\analytics\AnalyticsEngineTest.kt","core/data",11201,2026-08-02 00:18:23,"kt"
"core\data\src\test\java\com\bangersoul\aivance\core\data\cache\MemoryCacheTest.kt","core/data",1916,2026-07-30 20:00:15,"kt"
"core\data\src\test\java\com\bangersoul\aivance\core\data\job\JobFilterMatcherTest.kt","core/data",8074,2026-08-02 15:02:51,"kt"
"core\data\src\test\java\com\bangersoul\aivance\core\data\repository\JobRepositoryImplTest.kt","core/data",3883,2026-08-03 08:14:49,"kt"
"core\data\src\test\java\com\bangersoul\aivance\core\data\repository\JobRepositoryIntegrationTest.kt","core/data",6339,2026-07-31 18:43:00,"kt"
"core\data\src\test\java\com\bangersoul\aivance\core\data\repository\JobTrackerRepositoryImplTest.kt","core/data",4057,2026-07-30 20:00:15,"kt"
"core\data\src\test\java\com\bangersoul\aivance\core\data\repository\ResumeRepositoryImplTest.kt","core/data",6094,2026-07-31 19:35:31,"kt"
"core\data\src\test\java\com\bangersoul\aivance\core\data\repository\UserRepositoryImplTest.kt","core/data",2476,2026-07-30 20:00:15,"kt"
"core\data\src\test\java\com\bangersoul\aivance\core\data\resume\ResumeParserTest.kt","core/data",2253,2026-07-31 03:25:52,"kt"
"core\database\build.gradle.kts","core/database",2022,2026-08-02 01:31:25,"kts"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\10.json","core/database",30582,2026-07-31 02:20:55,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\11.json","core/database",33269,2026-07-31 03:10:34,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\12.json","core/database",38631,2026-07-31 10:29:55,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\13.json","core/database",43799,2026-07-31 11:13:03,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\14.json","core/database",54848,2026-07-31 12:23:36,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\15.json","core/database",59821,2026-07-31 13:01:59,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\16.json","core/database",66801,2026-07-31 13:44:30,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\17.json","core/database",79308,2026-07-31 14:22:22,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\18.json","core/database",84434,2026-07-31 15:08:46,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\19.json","core/database",90652,2026-07-31 15:52:29,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\20.json","core/database",91845,2026-07-31 16:41:38,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\21.json","core/database",93715,2026-08-01 16:34:52,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\22.json","core/database",93913,2026-08-01 18:24:35,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\23.json","core/database",94529,2026-08-01 18:42:32,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\5.json","core/database",11887,2026-07-30 20:00:15,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\6.json","core/database",16383,2026-07-30 20:00:15,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\7.json","core/database",20455,2026-07-30 20:00:15,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\8.json","core/database",24572,2026-07-30 20:00:15,"json"
"core\database\schemas\com.bangersoul.aivance.core.database.AivanceDatabase\9.json","core/database",30911,2026-07-30 20:00:15,"json"
"core\database\src\androidTest\java\com\bangersoul\aivance\core\database\MigrationTest.kt","core/database",1856,2026-07-30 20:00:15,"kt"
"core\database\src\androidTest\java\com\bangersoul\aivance\core\database\dao\AivanceFeatureDaoTest.kt","core/database",3596,2026-07-30 20:00:15,"kt"
"core\database\src\androidTest\java\com\bangersoul\aivance\core\database\dao\AtsFeatureDaoTest.kt","core/database",3863,2026-07-30 20:00:15,"kt"
"core\database\src\androidTest\java\com\bangersoul\aivance\core\database\dao\InterviewFeatureDaoTest.kt","core/database",2356,2026-07-30 20:00:15,"kt"
"core\database\src\androidTest\java\com\bangersoul\aivance\core\database\dao\JobFeatureDaoTest.kt","core/database",4155,2026-07-30 20:00:15,"kt"
"core\database\src\androidTest\java\com\bangersoul\aivance\core\database\dao\ProfileFeatureDaoTest.kt","core/database",2958,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\AivanceDatabase.kt","core/database",32001,2026-08-01 18:39:03,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\DatabaseManager.kt","core/database",2553,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\DatabaseSeed.kt","core/database",5657,2026-07-31 12:24:52,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\converter\AivanceConverters.kt","core/database",4051,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\converter\EncryptedTypeConverters.kt","core/database",830,2026-08-02 01:31:08,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\AiAnalyticsDao.kt","core/database",2698,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\AivanceDao.kt","core/database",856,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\AnalyticsDao.kt","core/database",1729,2026-07-31 14:42:19,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\AssistantDao.kt","core/database",1482,2026-07-31 15:36:06,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\AtsDao.kt","core/database",1694,2026-07-31 10:18:00,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\AuditDao.kt","core/database",579,2026-07-31 16:29:21,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\CompanyDao.kt","core/database",1004,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\CoverLetterDao.kt","core/database",2329,2026-07-31 12:48:39,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\InterviewDao.kt","core/database",2451,2026-08-01 18:23:06,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\JobDao.kt","core/database",2916,2026-08-02 16:46:51,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\ProfileDao.kt","core/database",762,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\RecruiterDao.kt","core/database",2033,2026-07-31 11:59:57,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\ResumeDao.kt","core/database",2164,2026-07-31 02:55:19,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\RoadmapDao.kt","core/database",1824,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\SearchDao.kt","core/database",869,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\TrackerDao.kt","core/database",1994,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\UserDao.kt","core/database",1185,2026-08-01 16:36:01,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\dao\WorkflowDao.kt","core/database",2220,2026-07-31 14:15:25,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\di\DatabaseModule.kt","core/database",4726,2026-08-01 18:39:03,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\AIConversationEntity.kt","core/database",341,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\AIConversationWithMessages.kt","core/database",351,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\AIMessageEntity.kt","core/database",711,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\AivanceEntity.kt","core/database",241,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\AnalyticsEntities.kt","core/database",1361,2026-07-31 14:41:39,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\AnalyticsEventEntity.kt","core/database",377,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\AssistantEntities.kt","core/database",1990,2026-07-31 15:35:42,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\AtsReportEntity.kt","core/database",1281,2026-07-31 10:17:14,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\AuditLogEntity.kt","core/database",520,2026-07-31 16:28:50,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\CompanyEntity.kt","core/database",462,2026-07-31 11:58:13,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\CoverLetterEntity.kt","core/database",484,2026-07-31 12:47:19,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\CoverLetterSectionEntity.kt","core/database",824,2026-07-31 12:48:00,"kt"
